track Name,artists,track_id,popularity,duration_ms,explicit,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature
Like a Rolling Stone,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc,69,369600,False,classic rock,0.482,0.721,0,-6.839,1,0.0321,0.731,0,0.189,0.557,95.263,audio_features,3AhXZa8sUQht0UEdBJgpGc,spotify:track:3AhXZa8sUQht0UEdBJgpGc,https://api.spotify.com/v1/tracks/3AhXZa8sUQht0UEdBJgpGc,https://api.spotify.com/v1/audio-analysis/3AhXZa8sUQht0UEdBJgpGc,4
Smells Like Teen Spirit,Nirvana,3oTlkzk1OtrhH8wBAduVEi,0,300977,False,grunge,0.485,0.863,1,-9.027,1,0.0495,1.22e-05,0.0162,0.138,0.767,116.835,audio_features,3oTlkzk1OtrhH8wBAduVEi,spotify:track:3oTlkzk1OtrhH8wBAduVEi,https://api.spotify.com/v1/tracks/3oTlkzk1OtrhH8wBAduVEi,https://api.spotify.com/v1/audio-analysis/3oTlkzk1OtrhH8wBAduVEi,4
A Day In The Life - Remastered,The Beatles,3ZFBeIyP41HhnALjxWy1pR,0,337413,False,british invasion,0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,audio_features,3ZFBeIyP41HhnALjxWy1pR,spotify:track:3ZFBeIyP41HhnALjxWy1pR,https://api.spotify.com/v1/tracks/3ZFBeIyP41HhnALjxWy1pR,https://api.spotify.com/v1/audio-analysis/3ZFBeIyP41HhnALjxWy1pR,4
Good Vibrations (Mono),The Beach Boys,5Qt4Cc66g24QWwGP3YYV9y,17,219147,False,baroque pop,0.398,0.413,1,-10.934,1,0.0388,0.0822,2.54e-05,0.0891,0.331,133.574,audio_features,5Qt4Cc66g24QWwGP3YYV9y,spotify:track:5Qt4Cc66g24QWwGP3YYV9y,https://api.spotify.com/v1/tracks/5Qt4Cc66g24QWwGP3YYV9y,https://api.spotify.com/v1/audio-analysis/5Qt4Cc66g24QWwGP3YYV9y,4
Johnny B Goode,Chuck Berry,7MH2ZclofPlTrZOkPzZKhK,0,160893,False,blues,0.518,0.756,10,-10.851,1,0.0915,0.735,6.2e-05,0.317,0.968,166.429,audio_features,7MH2ZclofPlTrZOkPzZKhK,spotify:track:7MH2ZclofPlTrZOkPzZKhK,https://api.spotify.com/v1/tracks/7MH2ZclofPlTrZOkPzZKhK,https://api.spotify.com/v1/audio-analysis/7MH2ZclofPlTrZOkPzZKhK,4
Respect,Aretha Franklin,7s25THrKz86DM225dOYwnr,73,147600,False,classic soul,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,audio_features,7s25THrKz86DM225dOYwnr,spotify:track:7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/tracks/7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/audio-analysis/7s25THrKz86DM225dOYwnr,4
Be My Baby,The Ronettes,2G2YzndIA6jeWFPBXhUjh5,70,160907,False,brill building pop,0.511,0.769,4,-7.032,1,0.042,0.181,0,0.0921,0.818,129.657,audio_features,2G2YzndIA6jeWFPBXhUjh5,spotify:track:2G2YzndIA6jeWFPBXhUjh5,https://api.spotify.com/v1/tracks/2G2YzndIA6jeWFPBXhUjh5,https://api.spotify.com/v1/audio-analysis/2G2YzndIA6jeWFPBXhUjh5,4
What's Going On,Marvin Gaye,0UAu4pJ44T9X2AmaUh1hHO,0,233000,False,classic soul,0.282,0.716,1,-9.632,0,0.0985,0.451,0,0.399,0.83,201.958,audio_features,0UAu4pJ44T9X2AmaUh1hHO,spotify:track:0UAu4pJ44T9X2AmaUh1hHO,https://api.spotify.com/v1/tracks/0UAu4pJ44T9X2AmaUh1hHO,https://api.spotify.com/v1/audio-analysis/0UAu4pJ44T9X2AmaUh1hHO,4
I Heard It Through The Grapevine,Marvin Gaye,27m1soUndRthrAA1ediOXn,0,195267,False,classic soul,0.729,0.324,8,-13.017,0,0.0393,0.195,0,0.101,0.679,116.855,audio_features,27m1soUndRthrAA1ediOXn,spotify:track:27m1soUndRthrAA1ediOXn,https://api.spotify.com/v1/tracks/27m1soUndRthrAA1ediOXn,https://api.spotify.com/v1/audio-analysis/27m1soUndRthrAA1ediOXn,4
(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,7fSGbZLhWlAiCC3HDPAULu,0,222813,False,album rock,0.725,0.853,2,-7.842,1,0.0353,0.0348,0.127,0.196,0.904,136.282,audio_features,7fSGbZLhWlAiCC3HDPAULu,spotify:track:7fSGbZLhWlAiCC3HDPAULu,https://api.spotify.com/v1/tracks/7fSGbZLhWlAiCC3HDPAULu,https://api.spotify.com/v1/audio-analysis/7fSGbZLhWlAiCC3HDPAULu,4
Billie Jean,Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,77,293827,False,r&b,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,audio_features,5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,4
Heartbreak Hotel,Elvis Presley,3T99MhhnbWTqo0Bj5lyuP8,0,128040,False,rock-and-roll,0.688,0.223,4,-11.476,1,0.0619,0.849,2.1e-06,0.0974,0.701,93.551,audio_features,3T99MhhnbWTqo0Bj5lyuP8,spotify:track:3T99MhhnbWTqo0Bj5lyuP8,https://api.spotify.com/v1/tracks/3T99MhhnbWTqo0Bj5lyuP8,https://api.spotify.com/v1/audio-analysis/3T99MhhnbWTqo0Bj5lyuP8,4
Born to Run,Bruce Springsteen,4mC6yZvp9zfzp21IuLAPGD,0,269200,False,heartland rock,0.253,0.868,4,-9.773,1,0.073,0.0511,0,0.214,0.68,146.647,audio_features,4mC6yZvp9zfzp21IuLAPGD,spotify:track:4mC6yZvp9zfzp21IuLAPGD,https://api.spotify.com/v1/tracks/4mC6yZvp9zfzp21IuLAPGD,https://api.spotify.com/v1/audio-analysis/4mC6yZvp9zfzp21IuLAPGD,4
My Generation - Original Mono Version,The Who,6UdCTwbVAvNqbWyZKZiRWL,0,197320,False,album rock,0.332,0.822,0,-6.558,0,0.0988,0.165,9.33e-05,0.161,0.745,96.253,audio_features,6UdCTwbVAvNqbWyZKZiRWL,spotify:track:6UdCTwbVAvNqbWyZKZiRWL,https://api.spotify.com/v1/tracks/6UdCTwbVAvNqbWyZKZiRWL,https://api.spotify.com/v1/audio-analysis/6UdCTwbVAvNqbWyZKZiRWL,4
Love Will Tear Us Apart,Joy Division,2JO3HwMRPeya8bXbtbyPcf,61,206867,False,alternative rock,0.443,0.956,2,-6.198,1,0.0511,5.24e-05,0.825,0.135,0.909,146.754,audio_features,2JO3HwMRPeya8bXbtbyPcf,spotify:track:2JO3HwMRPeya8bXbtbyPcf,https://api.spotify.com/v1/tracks/2JO3HwMRPeya8bXbtbyPcf,https://api.spotify.com/v1/audio-analysis/2JO3HwMRPeya8bXbtbyPcf,4
God Only Knows - Mono,The Beach Boys,6iGU74CwXuT4XVepjc9Emf,59,173040,False,baroque pop,0.524,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.482,117.108,audio_features,6iGU74CwXuT4XVepjc9Emf,spotify:track:6iGU74CwXuT4XVepjc9Emf,https://api.spotify.com/v1/tracks/6iGU74CwXuT4XVepjc9Emf,https://api.spotify.com/v1/audio-analysis/6iGU74CwXuT4XVepjc9Emf,4
(Sittin' On) the Dock of the Bay,Otis Redding,4Y4Gd3ty8uut6Qw43c7yJc,58,166827,False,classic soul,0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,audio_features,4Y4Gd3ty8uut6Qw43c7yJc,spotify:track:4Y4Gd3ty8uut6Qw43c7yJc,https://api.spotify.com/v1/tracks/4Y4Gd3ty8uut6Qw43c7yJc,https://api.spotify.com/v1/audio-analysis/4Y4Gd3ty8uut6Qw43c7yJc,4
Hey Ya! - Radio Mix / Club Mix,Outkast,5WQ1hIc5d2EVbRQ8qsj8Uh,2,235213,False,atl hip hop,0.719,0.967,0,-2.435,1,0.0552,0.0588,0.000249,0.206,0.964,79.505,audio_features,5WQ1hIc5d2EVbRQ8qsj8Uh,spotify:track:5WQ1hIc5d2EVbRQ8qsj8Uh,https://api.spotify.com/v1/tracks/5WQ1hIc5d2EVbRQ8qsj8Uh,https://api.spotify.com/v1/audio-analysis/5WQ1hIc5d2EVbRQ8qsj8Uh,4
Anarchy In The UK - Remastered 2012,Sex Pistols,3JS4Guc7Hld2JomrBybQIt,0,212480,False,alternative rock,0.359,0.949,0,-7.649,1,0.101,0.0556,0.000396,0.236,0.212,134.118,audio_features,3JS4Guc7Hld2JomrBybQIt,spotify:track:3JS4Guc7Hld2JomrBybQIt,https://api.spotify.com/v1/tracks/3JS4Guc7Hld2JomrBybQIt,https://api.spotify.com/v1/audio-analysis/3JS4Guc7Hld2JomrBybQIt,4
Paper Planes,M.I.A.,5QlGALr14YMN0xIDmIwleg,0,205200,False,escape room,0.541,0.854,2,-6.196,1,0.155,0.0254,0.000125,0.651,0.454,86.044,audio_features,5QlGALr14YMN0xIDmIwleg,spotify:track:5QlGALr14YMN0xIDmIwleg,https://api.spotify.com/v1/tracks/5QlGALr14YMN0xIDmIwleg,https://api.spotify.com/v1/audio-analysis/5QlGALr14YMN0xIDmIwleg,4
London Calling,The Clash,5BXoDYim9Upsv8dsuSJQPa,0,199733,False,alternative rock,0.653,0.797,0,-6.958,1,0.048,0.0738,0,0.0847,0.726,133.725,audio_features,5BXoDYim9Upsv8dsuSJQPa,spotify:track:5BXoDYim9Upsv8dsuSJQPa,https://api.spotify.com/v1/tracks/5BXoDYim9Upsv8dsuSJQPa,https://api.spotify.com/v1/audio-analysis/5BXoDYim9Upsv8dsuSJQPa,4
Sympathy For The Devil,The Rolling Stones,4sFbojhVXQv7dBC9PVCcRn,0,377747,False,album rock,0.566,0.673,9,-10.814,1,0.306,0.565,1.13e-06,0.0438,0.583,114.385,audio_features,4sFbojhVXQv7dBC9PVCcRn,spotify:track:4sFbojhVXQv7dBC9PVCcRn,https://api.spotify.com/v1/tracks/4sFbojhVXQv7dBC9PVCcRn,https://api.spotify.com/v1/audio-analysis/4sFbojhVXQv7dBC9PVCcRn,4
Strawberry Fields Forever - Remastered,The Beatles,5EuraV2jbqB15ihd3d2Hex,0,247320,False,british invasion,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,audio_features,5EuraV2jbqB15ihd3d2Hex,spotify:track:5EuraV2jbqB15ihd3d2Hex,https://api.spotify.com/v1/tracks/5EuraV2jbqB15ihd3d2Hex,https://api.spotify.com/v1/audio-analysis/5EuraV2jbqB15ihd3d2Hex,4
Tutti Frutti,Little Richard,3Os0VNtvEnRFlXSK5dvOFu,0,146640,False,blues,0.532,0.591,0,-3.81,0,0.0591,0.782,0,0.0647,0.962,184.4,audio_features,3Os0VNtvEnRFlXSK5dvOFu,spotify:track:3Os0VNtvEnRFlXSK5dvOFu,https://api.spotify.com/v1/tracks/3Os0VNtvEnRFlXSK5dvOFu,https://api.spotify.com/v1/audio-analysis/3Os0VNtvEnRFlXSK5dvOFu,4
Stairway To Heaven,Led Zeppelin,0AJ62x1CXjJf3VW25CeZXa,0,478173,False,album rock,0.346,0.335,7,-12.453,1,0.0339,0.575,0.00674,0.185,0.213,84.204,audio_features,0AJ62x1CXjJf3VW25CeZXa,spotify:track:0AJ62x1CXjJf3VW25CeZXa,https://api.spotify.com/v1/tracks/0AJ62x1CXjJf3VW25CeZXa,https://api.spotify.com/v1/audio-analysis/0AJ62x1CXjJf3VW25CeZXa,4
The Message (feat. Melle Mel & Duke Bootee),"Grandmaster Flash & The Furious Five, Grandmaster Melle Mel, Duke Bootee",5DuTNKFEjJIySAyJH1yNDU,48,431800,False,bronx hip hop,0.947,0.607,10,-10.58,0,0.202,0.0249,4.76e-06,0.0861,0.732,100.619,audio_features,5DuTNKFEjJIySAyJH1yNDU,spotify:track:5DuTNKFEjJIySAyJH1yNDU,https://api.spotify.com/v1/tracks/5DuTNKFEjJIySAyJH1yNDU,https://api.spotify.com/v1/audio-analysis/5DuTNKFEjJIySAyJH1yNDU,4
What'd I Say,Ray Charles,21WrPeWVmWWBAx0dXYck9L,0,386560,False,adult standards,0.506,0.618,4,-11.278,1,0.0708,0.657,2.31e-05,0.248,0.789,89.023,audio_features,21WrPeWVmWWBAx0dXYck9L,spotify:track:21WrPeWVmWWBAx0dXYck9L,https://api.spotify.com/v1/tracks/21WrPeWVmWWBAx0dXYck9L,https://api.spotify.com/v1/audio-analysis/21WrPeWVmWWBAx0dXYck9L,4
Imagine - Remastered 2010,John Lennon,7pKfPomDEeI4TPT6EOYjn9,76,187867,False,classic rock,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,audio_features,7pKfPomDEeI4TPT6EOYjn9,spotify:track:7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/tracks/7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/audio-analysis/7pKfPomDEeI4TPT6EOYjn9,4
A Change Is Gonna Come,Sam Cooke,0RFKuagqUgR4X8C1QneCCq,0,191160,False,classic soul,0.214,0.4,10,-10.042,1,0.0342,0.756,0,0.325,0.508,169.683,audio_features,0RFKuagqUgR4X8C1QneCCq,spotify:track:0RFKuagqUgR4X8C1QneCCq,https://api.spotify.com/v1/tracks/0RFKuagqUgR4X8C1QneCCq,https://api.spotify.com/v1/audio-analysis/0RFKuagqUgR4X8C1QneCCq,3
Heroes - 1999 Remaster,David Bowie,5j6ZZwA9BnxZi5Bk0Ng4jB,1,370373,False,art rock,0.478,0.774,7,-6.977,1,0.0292,0.000265,0.585,0.191,0.429,112.577,audio_features,5j6ZZwA9BnxZi5Bk0Ng4jB,spotify:track:5j6ZZwA9BnxZi5Bk0Ng4jB,https://api.spotify.com/v1/tracks/5j6ZZwA9BnxZi5Bk0Ng4jB,https://api.spotify.com/v1/audio-analysis/5j6ZZwA9BnxZi5Bk0Ng4jB,4
When Doves Cry,Prince,51H2y6YrNNXcy3dfc3qSbA,22,352906,False,funk,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,audio_features,51H2y6YrNNXcy3dfc3qSbA,spotify:track:51H2y6YrNNXcy3dfc3qSbA,https://api.spotify.com/v1/tracks/51H2y6YrNNXcy3dfc3qSbA,https://api.spotify.com/v1/audio-analysis/51H2y6YrNNXcy3dfc3qSbA,4
Superstition,Stevie Wonder,1kryOQS9FQDsbYY4db5zS5,0,266160,False,motown,0.609,0.657,1,-11.496,1,0.0695,0.0308,0.00221,0.071,0.872,100.607,audio_features,1kryOQS9FQDsbYY4db5zS5,spotify:track:1kryOQS9FQDsbYY4db5zS5,https://api.spotify.com/v1/tracks/1kryOQS9FQDsbYY4db5zS5,https://api.spotify.com/v1/audio-analysis/1kryOQS9FQDsbYY4db5zS5,4
Common People,Pulp,0LEoCPq4QlV2h41Fm5ENJ3,0,350373,False,alternative rock,0.319,0.839,0,-7.341,1,0.0404,0.00596,7.99e-05,0.0764,0.538,144.938,audio_features,0LEoCPq4QlV2h41Fm5ENJ3,spotify:track:0LEoCPq4QlV2h41Fm5ENJ3,https://api.spotify.com/v1/tracks/0LEoCPq4QlV2h41Fm5ENJ3,https://api.spotify.com/v1/audio-analysis/0LEoCPq4QlV2h41Fm5ENJ3,4
Gimme Shelter,The Rolling Stones,1dv3ePjze9tPq2pk8eWJdR,0,270773,False,album rock,0.63,0.616,1,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,audio_features,1dv3ePjze9tPq2pk8eWJdR,spotify:track:1dv3ePjze9tPq2pk8eWJdR,https://api.spotify.com/v1/tracks/1dv3ePjze9tPq2pk8eWJdR,https://api.spotify.com/v1/audio-analysis/1dv3ePjze9tPq2pk8eWJdR,4
Strange Fruit,Billie Holiday,2sq8Rz7pspqExxUF0gPaJ7,0,189360,False,adult standards,0.304,0.104,10,-15.835,0,0.0313,0.963,0.000291,0.177,0.0608,81.02,audio_features,2sq8Rz7pspqExxUF0gPaJ7,spotify:track:2sq8Rz7pspqExxUF0gPaJ7,https://api.spotify.com/v1/tracks/2sq8Rz7pspqExxUF0gPaJ7,https://api.spotify.com/v1/audio-analysis/2sq8Rz7pspqExxUF0gPaJ7,3
You Really Got Me,The Kinks,4CZn7RvBSLun4ropg0UNZV,0,133573,False,album rock,0.571,0.908,1,-8.208,1,0.0907,0.412,1.19e-06,0.0802,0.958,137.43,audio_features,4CZn7RvBSLun4ropg0UNZV,spotify:track:4CZn7RvBSLun4ropg0UNZV,https://api.spotify.com/v1/tracks/4CZn7RvBSLun4ropg0UNZV,https://api.spotify.com/v1/audio-analysis/4CZn7RvBSLun4ropg0UNZV,4
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",5IVuqXILoxVWvWEPm82Jxr,77,236133,False,pop,0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,audio_features,5IVuqXILoxVWvWEPm82Jxr,spotify:track:5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/audio-analysis/5IVuqXILoxVWvWEPm82Jxr,4
Seven Nation Army,The White Stripes,3m6KkYKdnbffMpGd9Pm9FP,3,231920,False,alternative rock,0.745,0.466,4,-7.62,0,0.0864,0.00666,0.35,0.272,0.303,123.889,audio_features,3m6KkYKdnbffMpGd9Pm9FP,spotify:track:3m6KkYKdnbffMpGd9Pm9FP,https://api.spotify.com/v1/tracks/3m6KkYKdnbffMpGd9Pm9FP,https://api.spotify.com/v1/audio-analysis/3m6KkYKdnbffMpGd9Pm9FP,4
Losing My Religion,R.E.M.,74EV0g12ihUoOUXMprFpZB,1,267733,False,alternative rock,0.672,0.841,9,-5.992,0,0.0285,0.0767,0,0.135,0.82,125.437,audio_features,74EV0g12ihUoOUXMprFpZB,spotify:track:74EV0g12ihUoOUXMprFpZB,https://api.spotify.com/v1/tracks/74EV0g12ihUoOUXMprFpZB,https://api.spotify.com/v1/audio-analysis/74EV0g12ihUoOUXMprFpZB,4
God Save The Queen,Sex Pistols,2mHchPRtQWet3iIS3jANr1,58,199453,False,alternative rock,0.304,0.901,9,-7.756,1,0.0602,0.00105,0.000376,0.158,0.541,147.199,audio_features,2mHchPRtQWet3iIS3jANr1,spotify:track:2mHchPRtQWet3iIS3jANr1,https://api.spotify.com/v1/tracks/2mHchPRtQWet3iIS3jANr1,https://api.spotify.com/v1/audio-analysis/2mHchPRtQWet3iIS3jANr1,4
Bohemian Rhapsody - Remastered 2011,Queen,1AhDOtG9vPSOmsWgNW0BEY,20,354320,False,classic rock,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,audio_features,1AhDOtG9vPSOmsWgNW0BEY,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,https://api.spotify.com/v1/tracks/1AhDOtG9vPSOmsWgNW0BEY,https://api.spotify.com/v1/audio-analysis/1AhDOtG9vPSOmsWgNW0BEY,4
Blue Monday,New Order,6tzeMSH4TRGBTzdNvbF5hr,0,447013,False,alternative rock,0.757,0.758,0,-7.873,1,0.0512,0.00708,0.831,0.112,0.918,130.505,audio_features,6tzeMSH4TRGBTzdNvbF5hr,spotify:track:6tzeMSH4TRGBTzdNvbF5hr,https://api.spotify.com/v1/tracks/6tzeMSH4TRGBTzdNvbF5hr,https://api.spotify.com/v1/audio-analysis/6tzeMSH4TRGBTzdNvbF5hr,4
Purple Haze,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,66,170813,False,acid rock,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,audio_features,0wJoRiX5K5BxlqZTolB2LD,spotify:track:0wJoRiX5K5BxlqZTolB2LD,https://api.spotify.com/v1/tracks/0wJoRiX5K5BxlqZTolB2LD,https://api.spotify.com/v1/audio-analysis/0wJoRiX5K5BxlqZTolB2LD,4
Louie Louie,The Kingsmen,0iA3xXSkSCiJywKyo1UKjQ,60,165381,False,classic garage rock,0.623,0.709,1,-9.818,0,0.0636,0.102,0,0.0967,0.948,122.394,audio_features,0iA3xXSkSCiJywKyo1UKjQ,spotify:track:0iA3xXSkSCiJywKyo1UKjQ,https://api.spotify.com/v1/tracks/0iA3xXSkSCiJywKyo1UKjQ,https://api.spotify.com/v1/audio-analysis/0iA3xXSkSCiJywKyo1UKjQ,4
I Want You Back,The Jackson 5,3b0EOvScbZUc0qJx0E1L2z,0,176333,False,motown,0.639,0.548,8,-13.534,1,0.0394,0.29,9.68e-05,0.366,0.887,98.359,audio_features,3b0EOvScbZUc0qJx0E1L2z,spotify:track:3b0EOvScbZUc0qJx0E1L2z,https://api.spotify.com/v1/tracks/3b0EOvScbZUc0qJx0E1L2z,https://api.spotify.com/v1/audio-analysis/3b0EOvScbZUc0qJx0E1L2z,4
Crazy,Gnarls Barkley,1vxw6aYJls2oq3gW0DujAo,75,177933,False,atl hip hop,0.866,0.537,8,-5.786,1,0.0335,0.053,0.0156,0.0866,0.643,111.987,audio_features,1vxw6aYJls2oq3gW0DujAo,spotify:track:1vxw6aYJls2oq3gW0DujAo,https://api.spotify.com/v1/tracks/1vxw6aYJls2oq3gW0DujAo,https://api.spotify.com/v1/audio-analysis/1vxw6aYJls2oq3gW0DujAo,4
You've Lost That Lovin' Feelin' - Single Version,The Righteous Brothers,3no0tiiQldD3LnsxwVtnnk,41,224000,False,adult standards,0.357,0.389,1,-9.702,1,0.0269,0.569,0,0.099,0.324,94.211,audio_features,3no0tiiQldD3LnsxwVtnnk,spotify:track:3no0tiiQldD3LnsxwVtnnk,https://api.spotify.com/v1/tracks/3no0tiiQldD3LnsxwVtnnk,https://api.spotify.com/v1/audio-analysis/3no0tiiQldD3LnsxwVtnnk,4
Hey Jude - Remastered,The Beatles,0eY0YgyLAZ4gtM57wwYN7H,0,429933,False,british invasion,0.394,0.566,10,-9.435,1,0.0261,0.0304,3.64e-05,0.101,0.631,148.029,audio_features,0eY0YgyLAZ4gtM57wwYN7H,spotify:track:0eY0YgyLAZ4gtM57wwYN7H,https://api.spotify.com/v1/tracks/0eY0YgyLAZ4gtM57wwYN7H,https://api.spotify.com/v1/audio-analysis/0eY0YgyLAZ4gtM57wwYN7H,4
Waterloo Sunset - Stereo,The Kinks,784WsZD4irVO0PA5NCZbTi,0,193293,False,album rock,0.517,0.692,1,-7.273,0,0.0246,0.253,0,0.172,0.476,107.958,audio_features,784WsZD4irVO0PA5NCZbTi,spotify:track:784WsZD4irVO0PA5NCZbTi,https://api.spotify.com/v1/tracks/784WsZD4irVO0PA5NCZbTi,https://api.spotify.com/v1/audio-analysis/784WsZD4irVO0PA5NCZbTi,4
Take Me Out,Franz Ferdinand,7kw6yVmdZGuRcWGi4adXYT,0,239027,False,alternative rock,0.273,0.665,9,-8.795,1,0.0382,0.000458,0.000893,0.117,0.514,104.656,audio_features,7kw6yVmdZGuRcWGi4adXYT,spotify:track:7kw6yVmdZGuRcWGi4adXYT,https://api.spotify.com/v1/tracks/7kw6yVmdZGuRcWGi4adXYT,https://api.spotify.com/v1/audio-analysis/7kw6yVmdZGuRcWGi4adXYT,4
Get Ur Freak On,Missy Elliott,13KEdaWIc7T6ozEmnJjHy1,42,237067,False,dance pop,0.78,0.787,0,-6.653,1,0.209,0.533,0.134,0.122,0.668,177.835,audio_features,13KEdaWIc7T6ozEmnJjHy1,spotify:track:13KEdaWIc7T6ozEmnJjHy1,https://api.spotify.com/v1/tracks/13KEdaWIc7T6ozEmnJjHy1,https://api.spotify.com/v1/audio-analysis/13KEdaWIc7T6ozEmnJjHy1,4
That'll Be the Day,Buddy Holly & The Crickets,0AeYLiUH4QIEp7I8yrXyUo,0,136853,False,rock-and-roll,0.654,0.523,9,-8.053,1,0.0349,0.8,0,0.285,0.851,126.819,audio_features,0AeYLiUH4QIEp7I8yrXyUo,spotify:track:0AeYLiUH4QIEp7I8yrXyUo,https://api.spotify.com/v1/tracks/0AeYLiUH4QIEp7I8yrXyUo,https://api.spotify.com/v1/audio-analysis/0AeYLiUH4QIEp7I8yrXyUo,4
Light My Fire,The Doors,5uvosCdMlFdTXhoazkTI5R,67,429760,False,acid rock,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,audio_features,5uvosCdMlFdTXhoazkTI5R,spotify:track:5uvosCdMlFdTXhoazkTI5R,https://api.spotify.com/v1/tracks/5uvosCdMlFdTXhoazkTI5R,https://api.spotify.com/v1/audio-analysis/5uvosCdMlFdTXhoazkTI5R,4
I Feel Love,Donna Summer,2WzEWQN3dI5rQSYH1y4FLM,0,201735,False,disco,0.639,0.659,5,-16.098,0,0.0491,0.0166,0.633,0.116,0.92,126.436,audio_features,2WzEWQN3dI5rQSYH1y4FLM,spotify:track:2WzEWQN3dI5rQSYH1y4FLM,https://api.spotify.com/v1/tracks/2WzEWQN3dI5rQSYH1y4FLM,https://api.spotify.com/v1/audio-analysis/2WzEWQN3dI5rQSYH1y4FLM,4
There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,0WQiDwKJclirSYG9v5tayI,81,244587,False,madchester,0.523,0.769,4,-5.855,1,0.0269,0.04,0,0.136,0.876,136.162,audio_features,0WQiDwKJclirSYG9v5tayI,spotify:track:0WQiDwKJclirSYG9v5tayI,https://api.spotify.com/v1/tracks/0WQiDwKJclirSYG9v5tayI,https://api.spotify.com/v1/audio-analysis/0WQiDwKJclirSYG9v5tayI,4
Space Oddity - 2009 Remastered Version,David Bowie,3sb66av9ZpdI1JmPDHVa18,0,317027,False,art rock,0.337,0.365,0,-15.091,1,0.0318,0.0788,3.84e-05,0.202,0.497,136.264,audio_features,3sb66av9ZpdI1JmPDHVa18,spotify:track:3sb66av9ZpdI1JmPDHVa18,https://api.spotify.com/v1/tracks/3sb66av9ZpdI1JmPDHVa18,https://api.spotify.com/v1/audio-analysis/3sb66av9ZpdI1JmPDHVa18,4
Stand By Me,Ben E. King,7jmHyHMEqm9MJWiMAneF05,75,175493,False,rock-and-roll,0.632,0.232,9,-12.326,1,0.0318,0.428,4.95e-06,0.215,0.673,119.136,audio_features,7jmHyHMEqm9MJWiMAneF05,spotify:track:7jmHyHMEqm9MJWiMAneF05,https://api.spotify.com/v1/tracks/7jmHyHMEqm9MJWiMAneF05,https://api.spotify.com/v1/audio-analysis/7jmHyHMEqm9MJWiMAneF05,4
Mr. Tambourine Man,The Byrds,2HCaIYjkvWSZzaSKUoOh3d,59,149467,False,album rock,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,audio_features,2HCaIYjkvWSZzaSKUoOh3d,spotify:track:2HCaIYjkvWSZzaSKUoOh3d,https://api.spotify.com/v1/tracks/2HCaIYjkvWSZzaSKUoOh3d,https://api.spotify.com/v1/audio-analysis/2HCaIYjkvWSZzaSKUoOh3d,4
Bitter Sweet Symphony,The Verve,5yEPxDjbbzUzyauGtnmVEC,1,358427,False,britpop,0.389,0.889,9,-6.546,1,0.0442,0.0415,0,0.463,0.524,171.121,audio_features,5yEPxDjbbzUzyauGtnmVEC,spotify:track:5yEPxDjbbzUzyauGtnmVEC,https://api.spotify.com/v1/tracks/5yEPxDjbbzUzyauGtnmVEC,https://api.spotify.com/v1/audio-analysis/5yEPxDjbbzUzyauGtnmVEC,4
